1	0.036114	0.07647	0.035461	0.036816	9.1324	6.2825	0.9654	1.3297
2	0.14194	0.21943	0.21894	0.22574	7.1794	8.8222	0.88241	0.90008
3	0.087777	0.14028	0.12301	0.12706	5.3836	7.6691	1.0255	1.3219
4	0.12616	0.1942	0.19149	0.19743	11.172	9.8296	1.6502	1.941
5	0.066434	0.10416	0.068454	0.07076	21.474	8.121	1.2433	1.4816
6	0.1345	0.20162	0.20137	0.20779	19.229	8.328	1.1993	1.4653
7	0.078403	0.13786	0.11731	0.12112	9.4516	8.1092	1.0709	1.3199
8	0.1057	0.17831	0.16299	0.16806	6.5684	13.732	1.0194	1.2195
9	0.079609	0.14303	0.11835	0.12225	5.6622	10.544	1.5007	1.8458
10	0.12835	0.20795	0.20368	0.21024	4.1255	11.66	1.5226	1.8797
11	0.074055	0.1376	0.1084	0.11198	5.1913	11.899	1.0989	1.3998
12	0.10625	0.17869	0.16363	0.16883	4.0285	9.6536	1.3553	1.7043
13	0.086053	0.15119	0.13129	0.13563	4.7187	11.569	1.7857	2.2157
14	0.11162	0.18701	0.17393	0.17955	3.9693	9.8657	1.953	2.4395
15	0.071211	0.13036	0.10339	0.10705	6.0087	8.2435	3.0715	3.768
16	0.11437	0.18989	0.1798	0.18572	5.6741	8.5237	3.1057	3.803
17	0.089813	0.15582	0.13954	0.14438	4.4437	9.0219	3.6724	4.5506
18	0.10654	0.17944	0.16594	0.17168	4.4934	10.138	6.0695	7.4443
19	0.081577	0.145	0.12401	0.12848	5.6517	10.04	5.002	6.143
20	0.11827	0.19321	0.18627	0.19238	4.1134	8.718	4.2094	5.1313
21	0.081815	0.14444	0.12366	0.12796	3.7186	10.653	5.215	6.3375
22	0.10042	0.17248	0.15736	0.16305	3.5216	17.952	9.6146	11.792
23	0.087947	0.15668	0.13962	0.14552	4.2482	26.9	21.22	26.028
24	0.11365	0.1899	0.18059	0.18726	4.8992	24.057	18.45	22.615
25	0.079458	0.14497	0.12054	0.12508	5.4888	24.008	19.972	24.429
26	0.11068	0.18457	0.17183	0.1775	4.3246	19.049	19.723	24.091
27	0.093987	0.16129	0.14397	0.14858	4.3235	16.779	16.281	19.904
28	0.1065	0.17933	0.16474	0.17009	4.2077	17.93	16.5	20.189
29	0.080117	0.14631	0.12334	0.12791	4.8055	15.449	14.689	17.94
30	0.11306	0.18606	0.17835	0.1846	5.6342	17.173	12.373	15.142
31	0.087708	0.15431	0.13813	0.14382	8.3626	16.804	13.415	16.337
32	0.10281	0.17291	0.16084	0.16718	8.301	15.379	11.173	13.637
33	0.091552	0.15962	0.14492	0.15151	10.555	17.221	12.012	14.674
34	0.11958	0.19298	0.19074	0.19902	13.189	14.509	11.065	13.535
35	0.089539	0.15356	0.1324	0.1376	10.018	14.385	6.0759	7.4577
36	0.10787	0.18797	0.17515	0.18283	6.5166	16.079	9.3318	11.396
