1	0.036114	0.029961	0.031329	0.055595	9.1324	12.79	0.17755	2.4408
2	0.14194	0.14959	0.19524	0.3338	7.1794	10.283	0.20219	1.8355
3	0.087777	0.089044	0.10921	0.18911	5.3836	6.9631	0.1591	3.8013
4	0.12616	0.13332	0.17042	0.29443	11.172	14.411	0.18749	4.798
5	0.066434	0.068049	0.060311	0.10622	21.474	20.658	0.24648	4.2909
6	0.1345	0.14161	0.17868	0.30581	19.229	17.05	0.19824	2.2555
7	0.078403	0.085177	0.10371	0.17927	9.4516	8.1377	0.22167	2.9639
8	0.1057	0.11583	0.14531	0.24892	6.5684	8.0918	0.26126	2.8265
9	0.079609	0.087355	0.10457	0.18012	5.6622	5.4958	0.1031	2.4189
10	0.12835	0.14048	0.18063	0.30968	4.1255	6.0698	0.22471	2.73
11	0.074055	0.081278	0.096071	0.16606	5.1913	6.7212	0.17693	2.7063
12	0.10625	0.11595	0.14557	0.25078	4.0285	5.5219	0.21912	3.2598
13	0.086053	0.093536	0.11615	0.19959	4.7187	6.2851	0.21887	2.5364
14	0.11162	0.12136	0.15437	0.26556	3.9693	5.6215	0.22878	3.2277
15	0.071211	0.076539	0.090292	0.15599	6.0087	7.5285	0.21802	3.1807
16	0.11437	0.1244	0.15893	0.27266	5.6741	7.4261	0.22189	2.615
17	0.089813	0.099014	0.1224	0.21117	4.4437	7.0017	0.26209	3.4795
18	0.10654	0.11601	0.1454	0.24931	4.4934	7.0258	0.26931	3.4344
19	0.081577	0.089233	0.10785	0.18548	5.6517	7.3715	0.27821	3.8399
20	0.11827	0.12837	0.16454	0.28153	4.1134	6.1969	0.27808	3.0733
21	0.081815	0.087777	0.10803	0.18562	3.7186	6.3388	0.2374	3.1325
22	0.10042	0.10834	0.13669	0.23405	3.5216	6.2922	0.29396	3.5321
23	0.087947	0.094836	0.11754	0.20188	4.2482	6.6024	0.2527	3.7877
24	0.11365	0.12253	0.15623	0.26711	4.8992	6.0189	0.31768	3.737
25	0.079458	0.085172	0.10398	0.17821	5.4888	7.7821	0.21422	2.4381
26	0.11068	0.11891	0.15171	0.25903	4.3246	7.4604	0.28703	3.0383
27	0.093987	0.10264	0.12782	0.21868	4.3235	7.4635	0.27407	3.4617
28	0.1065	0.11502	0.14599	0.24924	4.2077	6.7237	0.25137	2.6431
29	0.080117	0.086907	0.10675	0.18289	4.8055	6.8773	0.26066	3.4574
30	0.11306	0.12167	0.15591	0.26652	5.6342	7.0297	0.35861	4.8006
31	0.087708	0.095015	0.11681	0.20049	8.3626	8.9634	0.28069	3.4678
32	0.10281	0.11023	0.13729	0.23562	8.301	9.3716	0.32765	4.1654
33	0.091552	0.099564	0.11988	0.20703	10.555	11.973	0.31951	4.186
34	0.11958	0.12789	0.15948	0.27349	13.189	13.068	0.26402	2.6156
35	0.089539	0.095307	0.11349	0.1958	10.018	10.015	0.24943	3.056
36	0.10787	0.11765	0.14604	0.25173	6.5166	8.079	0.27887	2.923
37	0.095507	0.10414	0.12805	0.22038	5.9952	7.7825	0.23667	2.9051
38	0.10872	0.11746	0.14753	0.25428	6.3751	7.6718	0.28719	3.3018
39	0.081701	0.09083	0.10814	0.18703	8.017	8.5395	0.2262	2.8014
40	0.11214	0.12206	0.15226	0.26249	7.5869	8.6546	0.26052	3.1919
41	0.094434	0.10381	0.12587	0.21824	6.8102	7.8238	0.27704	3.4537
42	0.10582	0.11539	0.14225	0.24456	6.3135	7.5094	0.2496	2.6256
43	0.093139	0.10047	0.12136	0.2104	6.4192	7.7319	0.32198	4.1471
44	0.11801	0.1275	0.16029	0.276	6.9701	7.6899	0.35893	4.6426
45	0.089791	0.099252	0.1198	0.20741	6.8364	8.4132	0.30142	4.3429
46	0.1047	0.11413	0.14175	0.24411	6.9701	8.7735	0.28175	3.8624
47	0.094356	0.10421	0.12732	0.22101	7.0511	7.4536	0.2758	3.8232
48	0.1122	0.12085	0.15148	0.26204	7.1436	6.9001	0.26513	3.3361
49	0.086298	0.096535	0.1137	0.19823	6.7519	6.938	0.22232	2.643
50	0.11094	0.12297	0.15176	0.26311	5.0478	6.0894	0.26664	3.4945
51	0.098757	0.1105	0.13337	0.23136	4.7182	5.8826	0.25404	3.3157
52	0.1083	0.11935	0.14774	0.25467	4.2588	6.0103	0.23517	2.4922
53	0.09201	0.10247	0.12121	0.21015	4.3707	6.6475	0.20743	2.6079
54	0.11495	0.12885	0.15866	0.27224	4.5698	7.7349	0.24576	2.4123
55	0.095312	0.10642	0.12513	0.21622	5.1374	7.2548	0.23989	2.5053
56	0.10657	0.11729	0.14144	0.24405	5.2011	6.0282	0.28547	4.068
57	0.097729	0.1086	0.12837	0.22566	4.8338	6.2208	0.29401	4.5077
58	0.11644	0.12935	0.15786	0.27689	4.5238	6.37	0.29361	4.9839
59	0.09492	0.10477	0.12206	0.21742	4.7361	6.758	0.25196	4.3398
60	0.11356	0.12425	0.15212	0.26741	5.4061	6.8938	0.2661	3.5522
61	0.10779	0.11751	0.13778	0.24183	7.3647	8.0193	0.24187	3.3561
62	0.11374	0.12879	0.1524	0.26626	7.833	9.3555	0.25106	3.3041
63	0.096696	0.10546	0.12138	0.21295	7.8672	8.2789	0.23419	3.1699
64	0.11992	0.12947	0.1573	0.27255	10.278	9.4933	0.26711	3.4395
65	0.10539	0.11416	0.13193	0.22919	13.156	11.033	0.26407	3.2644
66	0.11105	0.12188	0.146	0.25254	11.469	9.6697	0.24129	2.8711
67	0.10305	0.11308	0.13091	0.2269	9.0969	9.5183	0.23731	2.6855
68	0.12293	0.13505	0.16373	0.28274	7.9735	9.4386	0.25935	2.8645
69	0.10529	0.11431	0.12972	0.22522	9.905	10.667	0.26731	4.0617
70	0.12245	0.13141	0.15169	0.26393	11.343	12.655	0.301	4.9245
71	0.1112	0.12156	0.13916	0.24365	10.436	12.693	0.30604	5.0434
