1	0.036114	0.041484	0.037302	0.039617	9.1324	5.6103	1.2772	3.6606
2	0.14194	0.2293	0.22944	0.2229	7.1794	4.9575	1.1141	1.6703
3	0.087777	0.13153	0.1291	0.12514	5.3836	5.3665	1.3328	1.3367
4	0.12616	0.20333	0.20084	0.19544	11.172	7.336	2.1974	2.2792
5	0.066434	0.076152	0.072025	0.070465	21.474	5.2989	1.6767	1.6087
6	0.1345	0.21388	0.21132	0.20728	19.229	4.0096	1.6563	2.6021
7	0.078403	0.12532	0.12326	0.12065	9.4516	8.2108	1.4598	2.3579
8	0.1057	0.18073	0.17083	0.16689	6.5684	14.843	1.3307	1.8161
9	0.079609	0.13258	0.12436	0.12142	5.6622	10.677	2.0297	2.224
10	0.12835	0.22179	0.21378	0.20849	4.1255	11.46	2.0879	2.285
11	0.074055	0.1213	0.11382	0.11149	5.1913	9.2248	1.4954	1.9826
12	0.10625	0.1765	0.17162	0.16762	4.0285	5.6069	1.834	2.2312
13	0.086053	0.14126	0.13791	0.13532	4.7187	6.8129	2.4178	3.0871
14	0.11162	0.18611	0.18253	0.17901	3.9693	6.4752	2.6507	3.4538
15	0.071211	0.10987	0.10899	0.10744	6.0087	6.0416	4.1237	5.1574
16	0.11437	0.19163	0.1889	0.1852	5.6741	7.1912	4.177	5.5398
17	0.089813	0.14785	0.14691	0.14421	4.4437	6.4132	4.9352	5.9026
18	0.10654	0.17609	0.17474	0.17108	4.4934	9.5569	8.1136	9.0112
19	0.081577	0.13182	0.13086	0.1291	5.6517	7.4768	6.6966	8.5084
20	0.11827	0.19568	0.19572	0.19174	4.1134	6.2816	5.6534	7.4062
21	0.081815	0.13179	0.13032	0.12821	3.7186	10.62	6.9878	8.8657
22	0.10042	0.16893	0.16608	0.16389	3.5216	19.094	12.863	16.668
23	0.087947	0.15058	0.14856	0.14808	4.2482	30.553	28.331	36.112
24	0.11365	0.19305	0.19079	0.18848	4.8992	26.42	24.64	31.458
25	0.079458	0.12918	0.12746	0.12611	5.4888	27.483	26.649	34.304
26	0.11068	0.1825	0.18055	0.17668	4.3246	21.102	26.295	33.723
27	0.093987	0.15316	0.15106	0.14776	4.3235	19.549	21.683	28.226
28	0.1065	0.17372	0.17293	0.16942	4.2077	20.489	21.99	27.776
29	0.080117	0.13065	0.1303	0.12869	4.8055	16.678	19.555	24.378
30	0.11306	0.18665	0.18791	0.18476	5.6342	16.775	16.487	21.153
31	0.087708	0.14633	0.14681	0.14629	8.3626	16.312	17.851	22.787
32	0.10281	0.16926	0.17053	0.16905	8.301	15.892	14.861	18.708
33	0.091552	0.15441	0.15491	0.15523	10.555	16.171	15.978	20.061
34	0.11958	0.19731	0.20331	0.20359	13.189	12.442	14.704	19.461
35	0.089539	0.14514	0.14025	0.1399	10.018	13.917	8.0984	10.917
36	0.10787	0.18992	0.18684	0.1875	6.5166	15.706	12.402	15.769
37	0.095507	0.16819	0.17125	0.17375	5.9952	13.473	13.891	17.861
38	0.10872	0.19195	0.18793	0.18759	6.3751	13.911	11.038	14.028
39	0.081701	0.14787	0.14762	0.15071	8.017	14.59	11.947	15.083
40	0.11214	0.19506	0.18997	0.18898	7.5869	12.148	10.581	13.82
41	0.094434	0.16947	0.16489	0.16624	6.8102	13.713	9.6854	11.985
42	0.10582	0.18184	0.17447	0.1725	6.3135	15.142	10.688	13.579
43	0.093139	0.16308	0.16009	0.16197	6.4192	13.38	8.7144	11.483
44	0.11801	0.20221	0.19889	0.19722	6.9701	14.112	9.6106	12.017
45	0.089791	0.16447	0.15719	0.15806	6.8364	14.595	10.803	13.42
46	0.1047	0.18331	0.18357	0.1842	6.9701	13.979	9.0036	11.489
47	0.094356	0.16317	0.15697	0.15569	7.0511	12.67	8.877	11.475
48	0.1122	0.19196	0.19584	0.19713	7.1436	11.73	9.1056	11.609
49	0.086298	0.14989	0.14574	0.14581	6.7519	11.14	8.6372	11.241
50	0.11094	0.19851	0.19165	0.18998	5.0478	12.563	8.5418	10.671
51	0.098757	0.1752	0.17232	0.17153	4.7182	12.979	7.9574	9.7525
52	0.1083	0.18927	0.18405	0.18115	4.2588	12.714	8.8584	10.896
53	0.09201	0.16153	0.15418	0.15287	4.3707	12.484	8.7097	11.205
54	0.11495	0.20225	0.19383	0.19121	4.5698	10.768	7.8998	10.298
55	0.095312	0.1612	0.15318	0.15028	5.1374	9.707	7.6526	9.7313
56	0.10657	0.17965	0.17153	0.16739	5.2011	11.187	7.5018	9.499
57	0.097729	0.16646	0.15671	0.15324	4.8338	11.658	7.5052	9.3984
58	0.11644	0.19996	0.19156	0.18855	4.5238	11.093	8.2716	10.348
59	0.09492	0.15699	0.14995	0.14835	4.7361	10.687	7.6531	9.6585
60	0.11356	0.1956	0.18863	0.18725	5.4061	10.705	7.4327	9.5488
61	0.10779	0.17772	0.17254	0.17112	7.3647	9.5621	7.6697	9.8016
62	0.11374	0.19856	0.18987	0.18863	7.833	10.396	6.5919	8.389
63	0.096696	0.16272	0.15442	0.15442	7.8672	10.894	6.7638	8.272
64	0.11992	0.20096	0.19655	0.19483	10.278	10.248	7.209	8.8326
65	0.10539	0.17991	0.17007	0.17103	13.156	11.285	7.016	8.8466
66	0.11105	0.19819	0.1869	0.18762	11.469	11.836	7.1678	9.5526
67	0.10305	0.17285	0.16679	0.16779	9.0969	10.871	7.131	9.2264
68	0.12293	0.21115	0.2056	0.20597	7.9735	10.041	6.2501	8.2212
69	0.10529	0.16807	0.16507	0.16624	9.905	10.632	6.5155	8.6203
70	0.12245	0.19647	0.18688	0.18639	11.343	10.745	6.4635	8.4911
71	0.1112	0.18122	0.17792	0.17941	10.436	10.672	6.3318	8.2392
